sent_id,annot_id,lang,source,target,reference,bleu,ucca_node_count,ucca_H,mteval_A,mteval_B,mteval_O,mteval_R,mteval_G,mteval_M
643,cs1,cs,Further randomised clinical trials with low risk of bias and low risk of random errors with adequate duration of follow - up are necessary .,Další randomizované klinické studie s nízkým rizikem a nízkým rizikem náhodných chyb s odpovídající trvání následného jsou nezbytné .,Jsou zapotřebí další randomizované klinické studie s nízkým rizikem zkreslení a nízkým rizikem náhodných chyb s dostatečnou délkou následného sledování .,0.492169,34,1,4,8,0,4,18,0
125,cs1,cs,"If you &apos;re not used to being active , you may find that it won &apos;t take very much activity to reach moderate intensity .","Pokud si nejste zvyklá na aktivní , můžete zjistit , že nebude velmi aktivitu , aby se středně intenzivní .","Pokud nejste zvyklí být aktivní , možná zjistíte , že dosáhnout střední intenzity nestojí příliš aktivity .",0.113693,37,5,9,5,4,6,13,0
635,cs1,cs,"All the trials had high risk of systematic errors ( that is , bias where was a potential to arrive at wrong conclusions because of the way the trials were conducted overestimating benefits and underestimating harms ) and random errors ( there was a potential to arrive at the wrong conclusions because of the play of chance ) .","Ve všech studiích měli vysoké riziko systematické chyby ( to znamená , že zkreslení , kde bylo možné dospět k závěrům špatně , protože studie byly prováděny nadhodnocení dávky a že poškozují ) a náhodných chyb ( potenciál k nesprávným závěrům , protože hru možnost ) .","U všech studií bylo vysoké riziko výskytu systematických chyb ( to znamená , zkreslení tam , kde bylo možné dospět k chybným závěrům díky způsobu , jakým byly studie prováděny s přeceněním přínosů a podceněním rizik ) a náhodných chyb ( existovala možnost dospět k chybným závěrům hrou náhody ) .",0.265368,62,9,12,3,9,15,22,1
117,cs1,cs,This can make matters worse you can lose confidence and become weaker and more unsteady on your feet .,"To může zhoršit , můžete ztratit důvěru a se stávají slabšími a více nestabilní na nohou .","To může celou věc ještě zhoršit , můžete ztratit sebedůvěru a být slabší a nejistější na nohou .",0.291617,28,4,8,2,3,1,14,0
627,cs1,cs,We performed a detailed review of the medical literature ( to February 2013 ) to determine the benefits and harms of different antiviral treatments for patients with recurrent hepatitis C infection after undergoing liver transplantation for chronic hepatitis C virus infection .,Provedli jsme podrobný přezkum lékařské literatury ( do února 2013 ) k určení dávky a poškozuje z různých antivirové léčby u pacientů s recidivující hepatitida C po podstupujících transplantaci jater pro chronické infekce virem hepatitidy C .,Provedli jsme podrobný přezkum lékařské literatury ( do února 2013 ) s cílem stanovit přínosy a rizika různé antivirové léčby u pacientů s opakující se infekcí hepatitidou C po provedené transplantaci jater kvůli chronické infekci virem hepatitidy C .,0.458514,55,5,16,3,10,5,21,0
701,cs1,cs,The efficacy and safety of topical corticosteroids for treating phimosis in boys has not been previously systematically reviewed .,Účinnost a bezpečnost lokálních kortikosteroidů k léčbě nadbytečná v chlapci nebyl dosud systematicky .,Účinnost a bezpečnost lokálních kortikosteroidů pro léčbu fimózy u chlapců nebyla dosud systematicky zkoumána .,0.34917,26,1,4,4,1,3,14,0
109,cs1,cs,"Drinking too much alcohol can make you unsteady on your feet , leading to an increased risk of falls .","Nadměrné pití alkoholu může způsobit nestabilní na nohou , což může vést ke zvýšenému riziku .","Nadměrné pití alkoholu může způsobit , že jste nejistí na nohou , což vede ke zvýšenému riziku pádů .",0.424321,26,2,5,2,1,5,9,4
619,cs1,cs,"There was some evidence to suggest that alpha blockers increase the success rates of trial without catheter , and the incidence of adverse effects was low .","Existují některé důkazy , které naznačují , že alfablokátory zvýšit úspěšnost procesu bez katetru , a výskyt nežádoucích účinků byla nízká .","Některé důkazy naznačovaly , že alfa @-@ blokátory zvyšují míru úspěšnosti zkoušky bez katétru a výskyt nežádoucích účinků byl nízký .",0.193834,32,3,8,2,5,5,12,0
101,cs1,cs,These are concentrated sources of calories and could cause you to gain weight if eaten too often .,"Tyto jsou koncentrované zdroje kalorií a může způsobit přírůstek na tělesné hmotnosti , pokud snědl příliš často .","Jsou to koncentrované zdroje kalorií a pokud je budete jíst příliš často , mohou způsobit , že budete přibírat .",0.218386,27,4,10,0,4,0,13,0
611,cs1,cs,"In the absence of internationally agreed outcome measures for the success of a trial without catheter , success was defined as the return to satisfactory voiding without need for re - catheterisation within 24 hours .","V případě , že mezinárodně výsledek opatření pro úspěch procesu bez katetru , úspěch byl definován jako návrat k uspokojivé močení , aniž by bylo nutné znovu katétru během 24 hodin .","Při absenci mezinárodně schválených měřítek výsledku pro úspěch zkoušky bez katétru , byla úspěšnost definovaná jako návrat uspokojivého vylučování bez potřeby opětovné katetrizace v průběhu následujících 24 hodin .",0.105138,46,2,10,5,1,6,24,0
613,cs1,cs,Any disagreement about trial selection and inclusion was resolved by discussion .,Žádné neshody procesu o výběru a zařazení byla vyřešena .,Všechny neshody ohledně výběru studií a jejich zařazení do přezkumu byly vyřešeny diskuzí .,0.111209,18,1,2,5,2,4,5,0
93,cs1,cs,Try to include a variety of foods in your diet .,Pokuste se zahrnují různé potravin v Vaši dietu .,Zkuste do stravy zařadit pestrou škálu potravin .,0.156197,13,1,4,1,4,1,3,0
603,cs1,cs,"In ideal circumstances , neither patients nor doctors knew which type of tablet was given , to prevent the bias in reporting the results .","V případech ideální , ani pacienti ani lékaři nevěděli , který typ tableta byl podáván , aby se zabránilo zkreslení při podávání zpráv o výsledcích .","Za ideálních podmínek pacienti ani lékaři nevěděli , který typ tablety byl podáván , aby se zabránilo zkreslení při vykazování výsledků .",0.510291,33,2,10,1,2,2,16,2
85,cs1,cs,"Eating healthily is important for your overall health and wellbeing , but it can also help to prevent falls .","Jíst zdravě je důležité pro váš celkový zdravotní stav a pohodu , ale může také pomoci zabránit .","Jíst zdravě je důležité pro Váš celkový zdravotní stav a pohodu , ale může to také pomoci zabránit pádům .",0.625269,27,2,8,1,0,1,17,0
595,cs1,cs,Acute urinary retention in men is a medical emergency characterised by the sudden and often painful inability to pass urine .,Akutní retence u mužů je stav vyžadující neodkladnou lékařskou péči charakterizované náhlou a často bolestivé neschopnost močení .,Akutní retence moči u mužů představuje naléhavý zdravotní stav charakterizovaný náhlou a často bolestivou neschopností močit .,0.181072,28,2,4,3,3,2,14,2
589,cs1,cs,Participants were aged 12 years or younger with AOM .,Účastníci byli ve věku 12 let nebo mladší s AOM .,Subjekty těchto studií byly děti trpící AOM ve věku 12 let nebo mladší .,0.41803,16,1,7,0,0,1,8,0
587,cs1,cs,Acute middle ear infection ( acute otitis media ) is a very common disease in children and may cause pain and hearing loss .,Akutní zánět středního ucha ( akutní otitis media ) je velmi časté onemocnění u dětí a může způsobit bolest a ztráta sluchu .,Akutní zánět středního ucha ( AOM - acute otitis media ) je velmi časté onemocnění u dětí a může způsobit bolest a ztrátu sluchu .,0.713586,30,2,9,0,2,0,16,3
581,cs1,cs,"Other than perceived coercion , no adverse outcomes were reported .","Jiné než za nátlak , žádné nepříznivé výsledky byly hlášeny .",Kromě vnímaného donucení nebyly zaznamenány žádné nežádoucí výsledky .,0.13546,13,1,2,3,1,2,5,0
579,cs1,cs,"Review authors independently selected studies , assessed their quality and extracted data .","Přezkoumat autoři nezávisle na vybrané studií , jejich kvalitou a získané údaje .","Autoři přezkumu nezávisle na sobě vybírali studie , hodnotili jejich kvalitu a extrahovali údaje .",0.152432,17,3,2,4,6,3,2,0
693,cs1,cs,We found no RCTs and therefore could not establish the effects of CHM on hypothyroidism .,"Žádné RCTs , a proto nelze vytvořit účinky CHM na hypotyreóza .","Nenalezli jsme žádnou RCT , a proto nebylo možné stanovit účinky CHM na hypotyreózu .",0.225212,23,3,4,4,3,3,9,0
573,cs1,cs,People receiving CCT were less likely to be victims of violent or non - violent crime .,"Lidé , kteří dostávali CCT byly méně pravděpodobné , že oběti násilného nebo nenásilného zločinu .","U lidí podstupujících CCT bylo méně pravděpodobné , že se stanou obětí násilného nebo nenásilného zločinu .",0.411939,23,1,8,1,1,2,11,0
571,cs1,cs,Update searches for randomised trials were run in 2012 and 2013 and this review now includes three trials with a total of 752 people .,Aktualizovat vyhledávání randomizovaných studiích byly v roce 2012 a 2013 a tento přezkum nyní obsahuje tři studie celkem s 752 .,"Aktualizované vyhledávání randomizovaných studií proběhlo v letech 2012 a 2013 a tento přezkum nyní zahrnuje tři studie , jichž se celkem účastnilo 752 osob .",0.327372,35,2,9,3,3,6,13,1
565,cs1,cs,"However , this review was restricted to the subset of participants with severe Kaposi &apos;s sarcoma disease .","Nicméně , toto přezkoumání bylo omezeno na podskupině subjektů se závažným onemocněním Kaposiho sarkomem .",Avšak tento přezkum byl omezen na podskupinu subjektů s těžkou formou onemocnění Kaposiho sarkomem .,0.169436,25,1,7,0,4,2,10,2
563,cs1,cs,We included six randomised trials and three observational studies involving 792 HIV - infected adults with severe Kaposi &apos;s sarcoma .,Do šesti randomizovaných studiích a tři observačních studiích zahrnujících 792 HIV infikovaných dospělých pacientů s těžkou Kaposiho sarkomem .,Zahrnuli jsme do přezkumu šest randomizovaných klinických zkoušek a tři observační studie s celkem 792 dospělými pacienty trpícími těžkou formou Kaposiho sarkomu .,0.0903673,27,1,8,2,5,2,10,0
605,cs1,cs,Their results were similar except for doxazosin which did not seem to make a significant difference .,"Výsledky byly podobné , s výjimkou doxazosin , který nebyl významný rozdíl .","Výsledky byly podobné , s výjimkou doxazosinu , kde se však rozdíl nezdál nijak významný .",0.38438,21,2,5,3,4,5,4,0
45,cs1,cs,You &apos;re more at risk of breaking your hip if your bones are weak due to osteoporosis .,"Jste na riziko zlomenin kyčle , pokud Vaše kosti jsou slabé z důvodu osteoporózy .","Pokud máte kvůli osteoporóze slabé kosti , je u Vás vyšší riziko zlomeniny v kyčli .",0.101278,27,2,8,3,0,3,13,0
555,cs1,cs,"Of the nine included studies , seven included patients with a mix of mild to moderate ( T0 ) Kaposi &apos;s sarcoma and severe ( T1 ) Kaposi &apos;s sarcoma .","Ze studií zahrnovaly 9 , 7 zahrnovala pacienty s kombinací mírné až středně závažné ( T0 ) Kaposiho sarkom a těžkým ( T1 ) Kaposiho sarkomem .",Sedm z 9 studií obsažených v přezkumu zahrnovalo pacienty s mírnou až středně závažnou formou ( T0 ) Kaposiho sarkomu a těžkou formou ( T1 ) Kaposiho sarkomu .,0.242754,32,1,8,3,6,1,14,0
549,cs1,cs,The two review authors independently assessed trial eligibility and risk of bias and abstracted data .,Dva autory přezkoumání nezávisle posouzena studie způsobilosti a rizika zkreslení a nepřítomný data .,Dva autoři přezkumů nezávisle posuzovali způsobilost studií a riziko zkreslení a abstrahovali data .,0.164519,24,1,3,6,3,2,10,0
547,cs1,cs,To compare the benefits and harms of lipid soluble formulations of amphotericin B with conventional amphotericin B in cancer patients with neutropenia .,Porovnat přínosy rozpustných formulace amfotericinu B s klasickému amfotericinu B v pacientů s neutropenií .,Porovnat přínosy a rizika lékových forem amfotericinu B rozpustných v tucích s konvenčním amfotericinem B pro pacienty s neutropenií .,0.164044,31,1,2,9,4,6,10,0
773,cs1,cs,All of the trials were at a high risk of bias .,V klinických studiích byly na vysoké riziko .,Všechny studie měly vysoké riziko zkreslení .,0.226792,19,1,1,7,3,6,2,0
29,cs1,cs,"As well as weight - bearing exercises , you should also attempt muscle - strengthening exercises at least 2 times a week to keep your bones strong .","Stejně jako nosných cvičení , měli byste se pokusit o cvičení svalů posílení alespoň 2 krát týdně , aby kostí .","Stejně jako cvičení s působením vlastní váhy byste se alespoň dvakrát týdně měli pokusit také o cvičení k posílení svalů , abyste si udržovali silné kosti .",0.103838,36,2,7,5,5,5,10,4
539,cs1,cs,"Studies were heterogeneous for patients , medical problems , treatment regimens , adherence interventions , and adherence and clinical outcome measurements , and most had high risk of bias .","Studie byly různorodé pro pacienty , zdravotní problémy , léčebné režimy , zda zásahy , a dodržování a klinickými výsledky měření a většina měla vysoké riziko .","Studie byly různorodé pokud jde o pacienty , zdravotní problémy , léčebné režimy , opatření k dodržování a hodnocení dodržování a klinického výsledku a u většiny z nich bylo vysoké riziko zkreslení .",0.309332,37,2,8,4,4,6,14,1
533,cs1,cs,People who are prescribed self administered medications typically take only about half their prescribed doses .,"Lidé , kteří jsou předepisovány samostatně podávaných léků , obvykle pouze přibližně polovinu předepsané dávky .","Lidé , kteří mají předepsané léky , které si podávají sami , obvykle berou pouze přibližně polovinu předepsané dávky .",0.35945,24,1,7,1,1,2,12,1
531,cs1,cs,It is uncertain how medicine adherence can consistently be improved so that the full health benefits of medicines can be realized .,"To je nejisté , jak lék dodržování může být důsledně tak , že přínosy pro zdraví léků může být .","Není jisté , jak lze soustavně zlepšovat dodržování léčby tak , aby se plně projevily zdravotní přínosy této léčby .",0.113693,29,3,1,7,2,5,12,2
685,cs1,cs,"Hypothyroidism , also known as underactive or low thyroid , is a condition in which the thyroid gland does not produce sufficient amounts of thyroid hormones which are important for many functions of the body ( metabolism ) .","Hypotyreóza , také známý jako snížená činnost štítné žlázy nebo nízký , je stav , při kterém štítné žlázy neprodukuje dostatečné množství hormonů štítné žlázy , které jsou důležité pro mnoho funkcí ( metabolismu ) .","Hypotyreóza , známá také jako snížená funkce štítné žlázy , je onemocnění , při kterém štítná žláza nevytváří dostatečné množství thyroidních hormonů , které jsou důležité pro mnoho tělesných funkcí ( metabolismus ) .",0.292786,57,1,14,7,3,4,29,0
525,cs1,cs,"Instead , we provide the key features and findings of each study in tables , and we describe intervention effects in studies of the highest quality .",Místo toho jsme hlavní rysy a výsledky jednotlivých studií v tabulkách a popsat intervence účinky ve studiích nejvyšší kvality .,Místo toho zadáváme klíčové prvky a závěry každé studie do tabulek a popisujeme účinky opatření ve studiích nejvyšší kvality .,0.272497,35,3,7,4,2,2,19,1
523,cs1,cs,Patients who are prescribed medicines take only about half of their doses and many stop treatment entirely .,"U pacientů , kteří jsou předepisovány léčivé přípravky , vezměte si pouze asi polovinu dávky a ukončení léčby .","Pacienti , kterým jsou předepisovány léčivé přípravky , užívají pouze asi polovinu svých dávek a mnozí léčbu zcela ukončí",0.315696,25,2,5,3,4,3,10,0
517,cs1,cs,It doesn &apos;t involve making major incisions in the body and is considered as a minimally invasive form of treatment .,To nezahrnuje z hlavní řezy v těle a je považován za minimálně invazivní forma léčby .,Nedělají se při ní žádné velké řezy v těle a je považována za nejméně invazivní formu léčby .,0.295699,31,2,8,3,5,6,9,0
515,cs1,cs,How safe is a coronary angioplasty ?,Jak bezpečné je koronární angioplastika ?,Jak je koronární angioplastika bezpečná ?,0.454994,9,1,3,0,1,0,5,0
-1229,de1,de,"In people who have had atrial fibrillation for more than two days , cardioversion is associated with an increased risk of clot formation .","Bei Menschen , Vorhofflimmern für mehr als zwei Tage , Kardioversion ist mit einem erhöhten Risiko für Gerinnselbildung .","Bei Patienten , die Vorhofflimmern für mehr als 2 Tage haben , ist die Kardioversion mit einem erhöhten Risiko von Bildung der Blutgerinnseln verbunden .",0.252816,34,1,6,6,0,6,16,0
-1477,de1,de,Activities lasting for 10 minutes or more are of more benefit .,Aktivitäten für 10 Minuten oder mehr sind von mehr profitieren .,"Aktivitäten , die 10 Minuten oder länger dauern , bringen mehr Nutzen .",0.203304,17,1,5,1,3,1,7,0
-1285,de1,de,Some people with atrial fibrillation have no symptoms and are completely unaware that their heart rate is irregular .,"Einige Leute mit Vorhofflimmern haben keine Symptome und sind völlig im Unklaren , dass ihre Herzfrequenz unregelmäßig ist .",Einige Menschen mit Vorhofflimmern haben keine Symptome und wissen überhaupt nicht dass ihre Herzfrequenz unregelmäßig ist .,0.537451,26,2,8,0,0,0,18,0
-1349,de1,de,"Bring your heels down , turn towards your support then turn around and go in the opposite direction .","Bring deine Fersen unten , die sich auf Ihre Unterstützung , dann umdrehen und gehen in die entgegengesetzte Richtung .","Bringen Sie Ihre Fersen nach unten , drehen Sie sich zu Ihrer Unterstützung , dann drehen Sie sich um und gehen Sie in die entgegengesetzte Richtung .",0.24677,25,4,6,2,0,6,11,0
-1413,de1,de,"with or without an ankle weight , slowly extend your leg in front of you","Mit oder ohne einen Knöchel Gewicht , langsam erweitern Sie Ihr Bein vor dir","mit oder ohne Gewicht an einem Knöchel , strecken Sie langsam Ihr Bein vor sich",0.211965,19,1,5,2,3,1,8,0
-1213,de1,de,"However , the risk depends on a number of factors , including age , whether you have high blood pressure , heart failure , diabetes and a previous history of blood clots .","Aber das Risiko , hängt von einer Reihe von Faktoren , einschließlich Alter , ob Sie haben Bluthochdruck , Herzinsuffizienz , Diabetes und einer Anamnese von Blutgerinnseln .","Aber das Risiko hängt von einer Reihe der Faktoren ab , unter anderem ist es vom Alter abhängig , davon , ob Sie Bluthochdruck , Herzinsuffizienz , Diabetes mellitus haben und eine vorangehende Anamnese von Blutgerinnseln .",0.311846,41,6,13,1,3,1,23,0
-1493,de1,de,"If this continues to be a problem for you , ask your GP if a referral to a dietician would be helpful .","Wenn dies ist weiterhin ein Problem für Sie , fragen Sie Ihren Arzt , wenn eine Verweisung an einem Ernährungswissenschaftler wäre hilfreich .","Wenn es weiterhin ein Problem für Sie darstellt , fragen Sie Ihren Arzt , ob eine Überweisung an einen Ernährungsberater hilfreich wäre .",0.429026,31,2,8,2,3,2,16,0
-1277,de1,de,A blood clot passing up to the arteries supplying the brain may cause a stroke .,Ein Blutgerinnsel verläuft bis zu den Arterien Versorgung des Gehirns kann einen Schlaganfall .,"Ein Blutgerinnsel , das durch die Arterien geht , die das Gehirn beliefern , kann einen Schlaganfall verursachen .",0.147097,24,1,4,7,1,3,9,0
-1405,de1,de,Strong ankles are important as they 're first thing that keeps us upright .,"Starke Knöchel sind wichtig , da sie sind erste , was hält uns aufrecht .","Starke Fußknöchel sind wichtig , da sie die ersten sind , die unser Körper aufrecht halten .",0.306838,18,2,4,1,1,1,11,0
-1501,de1,de,Aim for 2 to 3 portions every day .,"Ziel für 2 bis 3 Portionen , jeden Tag .",Machen Sie sich zum Ziel 2 bis 3 Portionen jeden Tag .,0.395668,14,1,4,1,0,2,6,1
-1269,de1,de,"The exact cause of atrial fibrillation ( AF ) is unknown , but it becomes more common with age and affects certain groups of people more than others .","Die genaue Ursache von Vorhofflimmern ( AF ) ist unbekannt , aber es wird gemeinsam mit dem Alter und wirkt sich auf bestimmte Gruppen von Menschen , die mehr als andere .","Die genaue Ursache von Vorhofflimmern ( AF ) ist nicht bekannt , aber es tritt üblicherweise mit dem Alter auf und bestimmte Gruppen von Menschen betrifft es mehr als andere .",0.50175,36,3,11,2,0,4,19,0
-1333,de1,de,"If your medication changes , remember to update your planner .","Wenn Sie Ihre Medikamente Änderungen , denken Sie daran zu aktualisieren Sie Ihre Planer .","Wenn Ihre Medikation geändert wird , vergessen Sie nicht Ihren Plan zu aktualisieren .",0.138344,15,2,3,3,0,4,5,0
-1397,de1,de,"You can do this anywhere in your home , but make sure you 've got a solid chair .","Du kannst das überall in Ihrem Zuhause , aber stellen Sie sicher , dass Sie haben einen festen Stuhl .","Sie können es überall in Ihrem Haus durchführen , stellen Sie jedoch sicher , dass Sie einen festen Stuhl haben .",0.300993,22,2,5,2,2,1,12,0
-1205,de1,de,How is blood pressure measured ?,Wie ist der Blutdruck gemessen ?,Wie wird der Blutdruck gemessen ?,0.643459,8,1,3,0,0,1,4,0
-1461,de1,de,Exercising with others in a class can be fun as well as being good for you health .,Training mit anderen in einer Klasse kann Spaß machen und auch gut für die Gesundheit .,"Mit anderen in einem Bewegungskurs zu üben kann nicht nur Spaß machen , sondern ist auch gut für Ihre Gesundheit .",0.160409,22,2,5,3,4,2,8,0
-1517,de1,de,What positive things do you already do to look after your vision and hearing ?,"Was tun Sie bereits positive Dinge tun , um Ihre Vision und hören ?",Was Positives tun Sie bereits für Ihr Seh- und Hörvermögen ?,0.189224,22,2,2,6,1,5,8,0
-1197,de1,de,"High blood pressure often causes no symptoms , or immediate problems .","Ein hoher Blutdruck oft keine Symptome verursacht , oder unmittelbaren Probleme .",Ein hoher Blutdruck hat oft keine Symptome oder verursacht keine unmittelbaren Probleme .,0.344163,17,1,7,0,1,0,9,0
-1525,de1,de,"For example , height and depth can become difficult to judge , making stairs and stepping up kerbs and steps hazardous and causing difficulties when sitting on a chair or bed .","Zum Beispiel , Höhe und Tiefe kann schwierig zu beurteilen , Treppen und Bordsteinkanten und Schritte gefährliche und bewirkt , Schwierigkeiten beim Sitzen auf einem Stuhl oder Bett .","Es kann beispielsweise schwierig sein , die Höhe und Tiefe zu beurteilen , die Treppen zu begehen und Bordsteinkanten und Stufen aufzugehen und das Sitzen auf einem Stuhl oder Bett kann problematisch sein .",0.283335,40,4,9,6,3,3,19,0
-1261,de1,de,"Small stickers called electrodes are attached to your arms , legs and chest and connected by wires to an ECG machine .","Kleine Aufkleber namens Elektroden an Armen , Beinen und Brust und verbunden durch Drähte an ein EKG @-@ Gerät .","Kleine Aufkleber , Elektroden genannt , werden an Ihre Armen , Beinen und Brust angeklebt und durch Drähte mit einem EKG Gerät verbunden .",0.258526,30,2,0,0,0,0,0,30
597,pl1,pl,"Once the catheter is removed , some men fail to pass urine again and need to be re - catheterised .","Po usunięciu cewnika , niektórzy ludzie nie moczu ponownie i muszą zostać powrotnie catheterised .","Po usunięciu cewnika , niektórzy mężczyźni nie są w stanie normalnie oddawać moczu i muszą poddać się ponownemu zabiegowi cewnikowania .",0.245976,29,4,4,9,0,4,12,0
509,pl1,pl,"During an angioplasty , a flexible tube called a catheter with a small inflatable balloon is passed through your artery .","Podczas angioplastyki , zwany przewodu elastycznego cewnika z niewielką dmuchane balonowe przez tętnicę .","Podczas angioplastyki , elastyczna tuba , zwana cewnikiem , z małym nadmuchiwanym balonikiem wprowadzana jest przez tętnicę .",0.184874,28,1,2,7,5,5,8,1
507,pl1,pl,Being as fit as you can be before the procedure can help your recovery from a coronary angioplasty .,Jest zdrów jak możesz być przed procedurą mogą pomóc twojej odzyskaniu z angioplastyki wieńcowej .,Bycie w jak najlepszej kondycji fizycznej przed zabiegiem może pomóc w rekonwalescencji po angioplastyce wieńcowej .,0.12044,24,3,2,6,5,4,7,0
501,pl1,pl,"The table below indicates how much your health might be at risk , your ethnicity should also be taken into account .","Poniższa tabela pokazuje , ile zdrowia mogą być narażeni na ryzyko , pochodzenie etniczne , powinny również zostać uwzględnione .","Poniższa tabela pokazuje , jak bardzo twoje zdrowie może być zagrożone , pochodzenie etniczne należy również wziąć pod uwagę .",0.246229,25,3,5,8,3,4,5,0
499,pl1,pl,"However , eating some foods that are high in unsaturated fat can actually decrease your cholesterol level .","Jednakże spożywania żywności , które są wysokie w tłuszcze nienasycone można zmniejszyć poziom cholesterolu .",Jednak niektóre produkty żywnościowe zawierające duże ilości tłuszczów nienasyconych mogą zmniejszyć poziom cholesterolu .,0.228942,23,1,1,6,3,4,9,0
765,pl1,pl,This systematic review included five randomised controlled trials involving a total of 453 participants .,Ten systematyczny przegląd obejmowały pięciu randomizowanych kontrolowanych badań klinicznych z udziałem łącznie 453 uczestników .,Niniejszy przegląd systematyczny obejmuje pięć randomizowanych kontrolowanych badań klinicznych z udziałem 453 uczestników .,0.479237,22,1,8,0,2,0,12,0
493,pl1,pl,Cases that are more serious may require dialysis ( a treatment where waste products are artificially removed from the body ) or a kidney transplant .,"Przypadki , które są poważniejsze mogą wymagać leczenia dializie ( jeżeli odpady sztucznie produkty są usuwane z organizmu ) lub przeszczepu nerki .","Poważniejsze przypadki mogą wymagać dializy ( leczenie , w którym zbędne produkty przemiany materii są usuwane z organizmu ) lub przeszczepu nerki .",0.426015,40,3,9,8,2,6,15,0
491,pl1,pl,High blood pressure can damage the small blood vessels in your kidneys and stop them from working properly .,"Wysokie ciśnienie krwi , może dojść do uszkodzenia małych naczyń krwionośnych w nerkach i powstrzymać będzie działał prawidłowo .",Wysokie ciśnienie krwi może uszkodzić małe naczynia krwionośne w nerkach i zatrzymać ich prawidłowe funkcjonowanie .,0.18459,24,2,2,4,3,6,9,0
485,pl1,pl,This reduces the pressure at which the blood is pumped out of your heart and around your body .,"To zmniejsza ciśnienie , przy którym krew jest wypompowywana twego serca i w organizmie .","Powoduje to zmniejszenie ciśnienia krwi , pod którym serce wypompowuje krew po całym ciele .",0.103436,26,2,2,10,0,4,10,0
483,pl1,pl,This is because beta - blockers have more potential side effects than the other medications that are used to treat high blood pressure .,"Jest tak dlatego , beta- adrenolityki mają więcej niż potencjalne skutki uboczne w innych leków , które są stosowane w leczeniu wysokiego ciśnienia krwi .","Wynika to z faktu , że beta @-@ blokery mają więcej potencjalnych działań niepożądanych niż inne leki , które są stosowane w leczeniu wysokiego ciśnienia tętniczego krwi .",0.322854,24,1,4,5,3,3,9,0
677,pl1,pl,Two authors independently extracted data from the included studies .,Dwaj autorzy niezależnie wydobyte dane z badań obejmowało .,Dwóch autorów niezależnie wyekstrahowało dane z badań włączonych do przeglądu .,0.232787,13,1,1,3,0,2,7,0
477,pl1,pl,A few people have reported that they could not get or maintain an erection while taking thiazide diuretics .,"Kilka osób zgłosiło , że nie mogą się lub utrzymania erekcji podczas stosowania tiazydowych leków moczopędnych .",Parę osób uskarżało się na problemy z utrzymaniem erekcji podczas stosowania tiazydowych leków moczopędnych .,0.411218,30,4,5,7,1,4,13,0
475,pl1,pl,"They can also raise the level of sugar in your blood , which could lead to diabetes .","Mogą one również podnieść poziom cukru we krwi , co może prowadzić do cukrzycy .","Mogą one również podnieść poziom cukru ( glukozy ) we krwi , co może prowadzić do cukrzycy .",0.72515,24,2,8,0,0,0,16,0
469,pl1,pl,"Therefore , as with any prescribed medication always check with your GP or pharmacist before taking any &apos; over the counter &apos; medication in combination with those prescribed for you .","Dlatego , podobnie jak Gardockiego zawsze należy skonsultować się z lekarzem lub farmaceutą przed podjęciem jakichkolwiek &quot; Over the Counter &quot; leków w skojarzeniu z tymi przepisany .","Dlatego , podobnie jak w przypadku innych leków , zawsze należy skonsultować się z lekarzem lub farmaceutą przed zażyciem jakiegokolwiek leku bez recepty z tym , który został nam przepisany .",0.387652,38,2,4,10,1,11,12,0
467,pl1,pl,"Most of these side effects should pass in a few days , although some people find that they continue to have a dry cough .","Większość z tych działań niepożądanych należy podać w ciągu kilku dni , chociaż niektórzy uważają , że oni nadal mieć suchy kaszel .","Większość z tych działań niepożądanych powinno ustąpić po kilku dniach , jednak u niektórych może w dalszym ciągu występować suchy kaszel .",0.270482,30,2,4,5,2,7,11,1
461,pl1,pl,"ACE inhibitors are most effective when there is a high amount of renin in the blood , so they are not as effective in treating black people with high blood pressure .","Inhibitory ACE są najskuteczniejsze , kiedy istnieje duże ilości reniny we krwi , więc nie są tak samo skuteczny w leczeniu czarnych z wysokim ciśnieniem krwi .","ACE inhibitory są najbardziej skuteczne przy dużej ilości reniny we krwi , a zatem nie są tak samo skuteczne w leczeniu wysokiego ciśnienia krwi u osób rasy czarnej .",0.268915,45,5,12,5,1,7,19,1
459,pl1,pl,It is thought that this is because black people tend to have a lower level of renin in their blood .,"Że jest tak dlatego , że czarni ludzie mają skłonność do niższego poziomu reniny w ich krwi .","Uważa się , że dzieje się tak , ponieważ czarni ludzie mają zazwyczaj niższy poziom reniny we krwi .",0.171287,29,3,5,4,0,6,14,0
453,pl1,pl,You may need to take more than one type of medication to lower your blood pressure because a combination of treatments is sometimes needed to successfully treat the condition .,"Może być więcej niż jeden rodzaj leków w celu obniżenia ciśnienia krwi , ponieważ skojarzone leczenie jest czasami niezbędne do skutecznego leczenia choroby .","Może być konieczne zastosowanie więcej niż jednego rodzaju leku w celu obniżenia ciśnienia tętniczego krwi , ponieważ połączenie różnych sposbów leczenia jest czasami potrzebne do skutecznego wyleczenia choroby .",0.221185,49,7,13,7,3,5,21,0
