lang,sentenceId,origSentenceId,docId,docPos
ro,256,327,guardian.80536,1
cs,257,990,guardian.80536,3
de,257,840,guardian.80536,3
ro,257,329,guardian.80536,3
cs,258,993,guardian.80536,6
de,258,843,guardian.80536,6
ro,258,332,guardian.80536,6
cs,259,994,guardian.80536,7
de,259,844,guardian.80536,7
ro,259,333,guardian.80536,7
cs,260,995,guardian.80536,8
de,260,845,guardian.80536,8
ro,260,334,guardian.80536,8
cs,261,997,guardian.80536,10
de,261,847,guardian.80536,10
ro,261,336,guardian.80536,10
cs,262,999,guardian.80536,12
de,262,849,guardian.80536,12
ro,262,338,guardian.80536,12
cs,263,1000,guardian.80536,13
de,263,850,guardian.80536,13
ro,263,339,guardian.80536,13
cs,264,1004,guardian.80536,17
de,264,854,guardian.80536,17
ro,264,343,guardian.80536,17
cs,265,1006,guardian.80536,19
de,265,856,guardian.80536,19
ro,265,345,guardian.80536,19
cs,266,1007,guardian.80536,20
de,266,857,guardian.80536,20
ro,266,346,guardian.80536,20
cs,267,1008,guardian.80536,21
de,267,858,guardian.80536,21
ro,267,347,guardian.80536,21
cs,268,1009,guardian.80536,22
de,268,859,guardian.80536,22
ro,268,348,guardian.80536,22
cs,269,1010,guardian.80536,23
de,269,860,guardian.80536,23
ro,269,349,guardian.80536,23
cs,270,1013,guardian.80536,26
de,270,863,guardian.80536,26
ro,270,352,guardian.80536,26
cs,271,1016,guardian.80536,29
de,271,866,guardian.80536,29
ro,271,355,guardian.80536,29
cs,272,1069,guardian.80573,3
de,272,919,guardian.80573,3
ro,272,396,guardian.80573,3
cs,273,1071,guardian.80573,5
de,273,921,guardian.80573,5
ro,273,398,guardian.80573,5
cs,274,1072,guardian.80573,6
de,274,922,guardian.80573,6
ro,274,399,guardian.80573,6
cs,275,1074,guardian.80573,8
de,275,924,guardian.80573,8
ro,275,401,guardian.80573,8
cs,276,1077,guardian.80573,11
de,276,927,guardian.80573,11
ro,276,404,guardian.80573,11
cs,277,1078,guardian.80573,12
de,277,928,guardian.80573,12
ro,277,405,guardian.80573,12
cs,278,1081,guardian.80573,15
de,278,931,guardian.80573,15
ro,278,408,guardian.80573,15
cs,279,1085,guardian.80573,19
de,279,935,guardian.80573,19
ro,279,412,guardian.80573,19
cs,280,1086,guardian.80573,20
de,280,936,guardian.80573,20
ro,280,413,guardian.80573,20
cs,281,1092,guardian.80573,26
de,281,942,guardian.80573,26
ro,281,419,guardian.80573,26
cs,282,1093,guardian.80573,27
de,282,943,guardian.80573,27
ro,282,420,guardian.80573,27
cs,283,1097,guardian.80573,31
de,283,947,guardian.80573,31
ro,283,424,guardian.80573,31
cs,284,1100,guardian.80573,34
de,284,950,guardian.80573,34
ro,284,427,guardian.80573,34
cs,285,1101,guardian.80573,35
de,285,951,guardian.80573,35
ro,285,428,guardian.80573,35
cs,286,1174,guardian.80762,1
de,286,1024,guardian.80762,1
ro,286,459,guardian.80762,1
cs,287,1175,guardian.80762,2
de,287,1025,guardian.80762,2
ro,287,460,guardian.80762,2
cs,288,1176,guardian.80762,3
de,288,1026,guardian.80762,3
ro,288,461,guardian.80762,3
cs,289,1177,guardian.80762,4
de,289,1027,guardian.80762,4
ro,289,462,guardian.80762,4
cs,290,1179,guardian.80762,6
de,290,1029,guardian.80762,6
ro,290,464,guardian.80762,6
cs,291,1185,guardian.80762,12
de,291,1035,guardian.80762,12
ro,291,470,guardian.80762,12
cs,292,1188,guardian.80762,15
de,292,1038,guardian.80762,15
ro,292,473,guardian.80762,15
cs,293,1207,guardian.80776,6
de,293,1057,guardian.80776,6
ro,293,492,guardian.80776,6
cs,294,1210,guardian.80776,9
de,294,1060,guardian.80776,9
ro,294,495,guardian.80776,9
cs,295,1212,guardian.80776,11
de,295,1062,guardian.80776,11
ro,295,497,guardian.80776,11
cs,296,1215,guardian.80776,14
de,296,1065,guardian.80776,14
ro,296,500,guardian.80776,14
cs,297,1217,guardian.80776,16
de,297,1067,guardian.80776,16
ro,297,502,guardian.80776,16
cs,298,1218,guardian.80776,17
de,298,1068,guardian.80776,17
ro,298,503,guardian.80776,17
cs,299,1220,guardian.80776,19
de,299,1070,guardian.80776,19
ro,299,505,guardian.80776,19
cs,300,1221,guardian.80776,20
de,300,1071,guardian.80776,20
ro,300,506,guardian.80776,20
cs,301,1225,guardian.80776,24
de,301,1075,guardian.80776,24
ro,301,510,guardian.80776,24
