lang,sentenceId,sys1,value1,sys2,value2
ro,159,QT21-HimL-SysComb,4,uedin-nmt,2
ro,159,QT21-HimL-SysComb,4,uedin-nmt,2
de,160,uedin-nmt,1,uedin-syntax,2
de,160,uedin-pbmt,4,uedin-syntax,4
de,160,uedin-nmt,1,uedin-syntax,2
de,160,uedin-pbmt,4,uedin-syntax,4
cs,161,cu-chimera,4,uedin-nmt,1
cs,161,cu-chimera,4,uedin-nmt,1
de,162,uedin-nmt,1,uedin-syntax,5
de,162,uedin-nmt,1,uedin-syntax,5
ro,162,uedin-nmt,1,uedin-pbmt,5
ro,162,uedin-nmt,1,uedin-pbmt,2
ro,162,uedin-nmt,1,uedin-pbmt,5
ro,162,uedin-nmt,1,uedin-pbmt,2
ro,163,QT21-HimL-SysComb,5,uedin-nmt,5
ro,163,QT21-HimL-SysComb,5,uedin-nmt,5
de,164,uedin-nmt,3,uedin-syntax,2
de,164,uedin-nmt,2,uedin-pbmt,5
de,164,uedin-nmt,2,uedin-pbmt,5
de,164,uedin-nmt,3,uedin-syntax,2
de,165,uedin-pbmt,3,uedin-syntax,3
de,165,uedin-pbmt,3,uedin-syntax,3
cs,166,cu-chimera,2,uedin-nmt,4
cs,166,cu-chimera,2,uedin-nmt,4
de,166,uedin-pbmt,5,uedin-syntax,5
de,166,uedin-pbmt,5,uedin-syntax,5
ro,166,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,166,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,167,QT21-HimL-SysComb,1,uedin-pbmt,2
ro,167,QT21-HimL-SysComb,1,uedin-pbmt,2
cs,168,cu-chimera,2,uedin-nmt,1
cs,168,cu-chimera,2,uedin-nmt,1
cs,169,cu-chimera,2,uedin-nmt,1
cs,169,cu-chimera,2,uedin-nmt,1
de,170,uedin-nmt,3,uedin-syntax,3
de,170,uedin-nmt,3,uedin-syntax,3
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-TectoMT,4,cu-chimera,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-TectoMT,4,uedin-nmt,1
cs,171,cu-chimera,1,uedin-nmt,1
cs,171,cu-TectoMT,4,cu-chimera,1
cs,171,cu-TectoMT,4,uedin-nmt,1
de,171,uedin-nmt,2,uedin-pbmt,2
de,171,uedin-nmt,2,uedin-syntax,2
de,171,uedin-nmt,3,uedin-pbmt,3
de,171,uedin-nmt,3,uedin-syntax,3
de,171,uedin-nmt,5,uedin-pbmt,5
de,171,uedin-nmt,5,uedin-syntax,5
de,171,uedin-nmt,2,uedin-pbmt,2
de,171,uedin-pbmt,2,uedin-syntax,2
de,171,uedin-nmt,3,uedin-pbmt,3
de,171,uedin-pbmt,3,uedin-syntax,3
de,171,uedin-nmt,5,uedin-pbmt,5
de,171,uedin-pbmt,5,uedin-syntax,5
de,171,uedin-nmt,2,uedin-syntax,2
de,171,uedin-pbmt,2,uedin-syntax,2
de,171,uedin-nmt,3,uedin-syntax,3
de,171,uedin-pbmt,3,uedin-syntax,3
de,171,uedin-nmt,5,uedin-syntax,5
de,171,uedin-pbmt,5,uedin-syntax,5
ro,171,QT21-HimL-SysComb,1,uedin-nmt,1
ro,171,QT21-HimL-SysComb,1,uedin-pbmt,2
ro,171,QT21-HimL-SysComb,1,uedin-nmt,1
ro,171,uedin-nmt,1,uedin-pbmt,2
ro,171,QT21-HimL-SysComb,1,uedin-pbmt,2
ro,171,uedin-nmt,1,uedin-pbmt,2
cs,172,cu-chimera,3,uedin-nmt,1
cs,172,cu-chimera,3,uedin-nmt,1
de,172,uedin-nmt,2,uedin-syntax,1
de,172,uedin-pbmt,4,uedin-syntax,1
de,172,uedin-pbmt,4,uedin-syntax,1
de,172,uedin-nmt,2,uedin-syntax,1
ro,172,uedin-nmt,4,uedin-pbmt,5
ro,172,uedin-nmt,4,uedin-pbmt,5
cs,173,cu-TectoMT,4,uedin-nmt,2
cs,173,cu-TectoMT,4,uedin-nmt,2
ro,173,uedin-nmt,5,uedin-pbmt,5
ro,173,uedin-nmt,5,uedin-pbmt,5
cs,174,cu-TectoMT,3,uedin-nmt,2
cs,174,cu-TectoMT,3,uedin-nmt,2
de,175,uedin-nmt,1,uedin-syntax,2
de,175,uedin-nmt,1,uedin-syntax,2
cs,176,cu-TectoMT,2,cu-chimera,1
cs,176,cu-TectoMT,2,cu-chimera,1
de,176,uedin-pbmt,1,uedin-syntax,1
de,176,uedin-pbmt,1,uedin-syntax,1
cs,177,cu-chimera,4,uedin-nmt,1
cs,177,cu-chimera,4,uedin-nmt,1
cs,178,cu-chimera,2,uedin-nmt,1
cs,178,cu-chimera,1,uedin-nmt,1
cs,178,cu-chimera,3,uedin-nmt,3
cs,178,cu-chimera,2,uedin-nmt,1
cs,178,cu-TectoMT,2,uedin-nmt,1
cs,178,cu-chimera,1,uedin-nmt,1
cs,178,cu-TectoMT,1,uedin-nmt,1
cs,178,cu-chimera,3,uedin-nmt,3
cs,178,cu-TectoMT,3,uedin-nmt,3
cs,178,cu-TectoMT,2,uedin-nmt,1
cs,178,cu-TectoMT,1,uedin-nmt,1
cs,178,cu-TectoMT,3,uedin-nmt,3
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-pbmt,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-pbmt,1,uedin-syntax,1
de,178,uedin-nmt,1,uedin-syntax,1
de,178,uedin-pbmt,1,uedin-syntax,1
ro,178,QT21-HimL-SysComb,1,uedin-nmt,1
ro,178,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,178,QT21-HimL-SysComb,1,uedin-nmt,1
ro,178,uedin-nmt,1,uedin-pbmt,1
ro,178,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,178,uedin-nmt,1,uedin-pbmt,1
cs,179,cu-chimera,3,uedin-nmt,2
cs,179,cu-chimera,3,uedin-nmt,2
de,179,uedin-nmt,3,uedin-syntax,3
de,179,uedin-nmt,3,uedin-pbmt,2
de,179,uedin-nmt,3,uedin-pbmt,2
de,179,uedin-nmt,3,uedin-syntax,3
cs,180,cu-chimera,3,uedin-nmt,2
cs,180,cu-TectoMT,1,cu-chimera,1
cs,180,cu-chimera,3,uedin-nmt,2
cs,180,cu-TectoMT,1,cu-chimera,1
de,181,uedin-nmt,1,uedin-syntax,1
de,181,uedin-nmt,1,uedin-syntax,1
cs,182,cu-chimera,3,uedin-nmt,1
cs,182,cu-chimera,3,uedin-nmt,1
cs,183,cu-TectoMT,2,cu-chimera,4
cs,183,cu-TectoMT,2,cu-chimera,4
de,183,uedin-nmt,1,uedin-pbmt,1
de,183,uedin-nmt,1,uedin-syntax,1
de,183,uedin-nmt,1,uedin-pbmt,1
de,183,uedin-pbmt,1,uedin-syntax,1
de,183,uedin-nmt,1,uedin-syntax,1
de,183,uedin-pbmt,1,uedin-syntax,1
ro,183,QT21-HimL-SysComb,1,uedin-nmt,1
ro,183,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,183,QT21-HimL-SysComb,1,uedin-nmt,1
ro,183,uedin-nmt,1,uedin-pbmt,1
ro,183,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,183,uedin-nmt,1,uedin-pbmt,1
cs,184,cu-TectoMT,5,cu-chimera,1
cs,184,cu-TectoMT,5,cu-chimera,1
ro,184,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,184,QT21-HimL-SysComb,2,uedin-nmt,2
ro,184,QT21-HimL-SysComb,2,uedin-nmt,2
ro,184,QT21-HimL-SysComb,2,uedin-pbmt,1
de,185,uedin-nmt,3,uedin-pbmt,5
de,185,uedin-nmt,3,uedin-pbmt,5
de,186,uedin-nmt,2,uedin-syntax,3
de,186,uedin-nmt,2,uedin-syntax,3
de,187,uedin-pbmt,2,uedin-syntax,1
de,187,uedin-pbmt,2,uedin-syntax,1
ro,187,QT21-HimL-SysComb,5,uedin-nmt,5
ro,187,QT21-HimL-SysComb,5,uedin-nmt,5
cs,188,cu-chimera,4,uedin-nmt,4
cs,188,cu-chimera,4,uedin-nmt,4
de,189,uedin-nmt,1,uedin-pbmt,1
de,189,uedin-nmt,1,uedin-pbmt,1
de,189,uedin-nmt,1,uedin-syntax,4
de,189,uedin-nmt,1,uedin-pbmt,1
de,189,uedin-nmt,1,uedin-pbmt,1
de,189,uedin-pbmt,1,uedin-syntax,4
de,189,uedin-nmt,1,uedin-syntax,4
de,189,uedin-pbmt,1,uedin-syntax,4
cs,190,cu-TectoMT,1,uedin-nmt,3
cs,190,cu-TectoMT,1,uedin-nmt,3
ro,190,uedin-nmt,3,uedin-pbmt,1
ro,190,uedin-nmt,2,uedin-pbmt,1
ro,190,uedin-nmt,3,uedin-pbmt,1
ro,190,uedin-nmt,2,uedin-pbmt,1
cs,191,cu-TectoMT,5,cu-chimera,2
cs,191,cu-TectoMT,3,uedin-nmt,5
cs,191,cu-TectoMT,5,cu-chimera,2
cs,191,cu-TectoMT,3,uedin-nmt,5
ro,191,uedin-nmt,2,uedin-pbmt,3
ro,191,uedin-nmt,2,uedin-pbmt,3
cs,192,cu-chimera,4,uedin-nmt,1
cs,192,cu-chimera,4,uedin-nmt,1
de,192,uedin-nmt,3,uedin-pbmt,5
de,192,uedin-nmt,3,uedin-pbmt,5
cs,193,cu-TectoMT,4,cu-chimera,1
cs,193,cu-TectoMT,4,cu-chimera,1
de,193,uedin-pbmt,3,uedin-syntax,1
de,193,uedin-pbmt,3,uedin-syntax,1
ro,194,QT21-HimL-SysComb,4,uedin-nmt,5
ro,194,QT21-HimL-SysComb,4,uedin-nmt,5
cs,195,cu-TectoMT,3,cu-chimera,2
cs,195,cu-TectoMT,3,cu-chimera,2
ro,195,QT21-HimL-SysComb,5,uedin-nmt,4
ro,195,QT21-HimL-SysComb,5,uedin-nmt,4
cs,196,cu-chimera,3,uedin-nmt,1
cs,196,cu-chimera,3,uedin-nmt,1
cs,197,cu-chimera,5,uedin-nmt,4
cs,197,cu-chimera,5,uedin-nmt,4
de,197,uedin-pbmt,2,uedin-syntax,2
de,197,uedin-pbmt,2,uedin-syntax,2
ro,197,QT21-HimL-SysComb,3,uedin-nmt,3
ro,197,QT21-HimL-SysComb,3,uedin-nmt,3
ro,197,QT21-HimL-SysComb,3,uedin-nmt,3
ro,197,QT21-HimL-SysComb,3,uedin-nmt,3
de,198,uedin-pbmt,4,uedin-syntax,3
de,198,uedin-pbmt,4,uedin-syntax,3
cs,199,cu-chimera,4,uedin-nmt,3
cs,199,cu-TectoMT,3,cu-chimera,4
cs,199,cu-chimera,4,uedin-nmt,3
cs,199,cu-TectoMT,3,cu-chimera,4
cs,200,cu-TectoMT,3,uedin-nmt,2
cs,200,cu-TectoMT,3,uedin-nmt,2
de,201,uedin-pbmt,3,uedin-syntax,1
de,201,uedin-pbmt,3,uedin-syntax,1
cs,202,cu-TectoMT,4,cu-chimera,3
cs,202,cu-TectoMT,4,cu-chimera,3
de,203,uedin-nmt,1,uedin-pbmt,4
de,203,uedin-nmt,1,uedin-pbmt,2
de,203,uedin-nmt,1,uedin-pbmt,4
de,203,uedin-nmt,1,uedin-pbmt,2
de,204,uedin-pbmt,3,uedin-syntax,1
de,204,uedin-pbmt,3,uedin-syntax,1
ro,205,QT21-HimL-SysComb,3,uedin-pbmt,4
ro,205,QT21-HimL-SysComb,3,uedin-nmt,5
ro,205,QT21-HimL-SysComb,3,uedin-nmt,5
ro,205,QT21-HimL-SysComb,3,uedin-pbmt,4
cs,206,cu-TectoMT,5,uedin-nmt,2
cs,206,cu-TectoMT,5,uedin-nmt,2
de,206,uedin-nmt,2,uedin-syntax,3
de,206,uedin-pbmt,4,uedin-syntax,3
de,206,uedin-pbmt,4,uedin-syntax,3
de,206,uedin-nmt,2,uedin-syntax,3
cs,207,cu-chimera,3,uedin-nmt,1
cs,207,cu-TectoMT,5,cu-chimera,5
cs,207,cu-chimera,3,uedin-nmt,1
cs,207,cu-TectoMT,5,uedin-nmt,1
cs,207,cu-TectoMT,5,cu-chimera,5
cs,207,cu-TectoMT,5,uedin-nmt,1
ro,207,QT21-HimL-SysComb,3,uedin-nmt,5
ro,207,QT21-HimL-SysComb,3,uedin-nmt,5
cs,208,cu-TectoMT,4,cu-chimera,3
cs,208,cu-TectoMT,4,cu-chimera,3
de,208,uedin-pbmt,3,uedin-syntax,3
de,208,uedin-pbmt,4,uedin-syntax,4
de,208,uedin-pbmt,3,uedin-syntax,3
de,208,uedin-pbmt,4,uedin-syntax,4
cs,209,cu-TectoMT,3,cu-chimera,1
cs,209,cu-TectoMT,3,cu-chimera,1
de,209,uedin-nmt,1,uedin-syntax,1
de,209,uedin-nmt,1,uedin-syntax,1
ro,209,QT21-HimL-SysComb,5,uedin-pbmt,1
ro,209,QT21-HimL-SysComb,5,uedin-pbmt,1
cs,210,cu-TectoMT,2,cu-chimera,1
cs,210,cu-TectoMT,2,cu-chimera,1
cs,211,cu-chimera,3,uedin-nmt,1
cs,211,cu-chimera,3,uedin-nmt,1
de,212,uedin-nmt,3,uedin-pbmt,4
de,212,uedin-nmt,3,uedin-pbmt,4
ro,212,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,212,QT21-HimL-SysComb,2,uedin-pbmt,1
cs,213,cu-TectoMT,2,uedin-nmt,3
cs,213,cu-TectoMT,2,uedin-nmt,3
de,214,uedin-nmt,2,uedin-syntax,2
de,214,uedin-nmt,2,uedin-syntax,2
ro,215,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,215,QT21-HimL-SysComb,2,uedin-nmt,5
ro,215,QT21-HimL-SysComb,2,uedin-nmt,5
ro,215,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,216,QT21-HimL-SysComb,1,uedin-pbmt,2
ro,216,QT21-HimL-SysComb,1,uedin-nmt,3
ro,216,QT21-HimL-SysComb,1,uedin-nmt,3
ro,216,QT21-HimL-SysComb,1,uedin-pbmt,2
cs,217,cu-TectoMT,3,cu-chimera,3
cs,217,cu-TectoMT,3,cu-chimera,3
de,217,uedin-pbmt,3,uedin-syntax,2
de,217,uedin-pbmt,3,uedin-syntax,2
cs,218,cu-TectoMT,4,cu-chimera,2
cs,218,cu-TectoMT,3,cu-chimera,3
cs,218,cu-TectoMT,4,uedin-nmt,3
cs,218,cu-TectoMT,4,uedin-nmt,3
cs,218,cu-TectoMT,4,cu-chimera,2
cs,218,cu-TectoMT,3,cu-chimera,3
cs,219,cu-TectoMT,5,uedin-nmt,2
cs,219,cu-TectoMT,5,uedin-nmt,2
ro,219,uedin-nmt,5,uedin-pbmt,2
ro,219,uedin-nmt,5,uedin-pbmt,2
cs,220,cu-TectoMT,3,cu-chimera,3
cs,220,cu-TectoMT,3,cu-chimera,3
de,220,uedin-nmt,4,uedin-syntax,2
de,220,uedin-pbmt,1,uedin-syntax,2
de,220,uedin-pbmt,1,uedin-syntax,2
de,220,uedin-nmt,4,uedin-syntax,2
ro,220,QT21-HimL-SysComb,1,uedin-nmt,3
ro,220,QT21-HimL-SysComb,1,uedin-nmt,3
ro,221,uedin-nmt,2,uedin-pbmt,3
ro,221,uedin-nmt,1,uedin-pbmt,3
ro,221,uedin-nmt,2,uedin-pbmt,3
ro,221,uedin-nmt,1,uedin-pbmt,3
cs,222,cu-chimera,2,uedin-nmt,1
cs,222,cu-chimera,2,uedin-nmt,1
ro,222,QT21-HimL-SysComb,2,uedin-nmt,3
ro,222,QT21-HimL-SysComb,2,uedin-pbmt,3
ro,222,QT21-HimL-SysComb,2,uedin-nmt,3
ro,222,QT21-HimL-SysComb,2,uedin-pbmt,3
cs,223,cu-TectoMT,3,uedin-nmt,3
cs,223,cu-TectoMT,3,uedin-nmt,3
cs,224,cu-chimera,2,uedin-nmt,2
cs,224,cu-TectoMT,4,uedin-nmt,2
cs,224,cu-chimera,2,uedin-nmt,2
cs,224,cu-TectoMT,4,uedin-nmt,2
de,224,uedin-nmt,4,uedin-syntax,1
de,224,uedin-nmt,4,uedin-syntax,1
de,225,uedin-nmt,2,uedin-syntax,3
de,225,uedin-nmt,5,uedin-pbmt,4
de,225,uedin-nmt,5,uedin-pbmt,4
de,225,uedin-nmt,2,uedin-syntax,3
ro,225,uedin-nmt,3,uedin-pbmt,5
ro,225,uedin-nmt,4,uedin-pbmt,5
ro,225,uedin-nmt,3,uedin-pbmt,5
ro,225,uedin-nmt,4,uedin-pbmt,5
cs,226,cu-TectoMT,4,cu-chimera,1
cs,226,cu-TectoMT,3,uedin-nmt,2
cs,226,cu-TectoMT,4,cu-chimera,1
cs,226,cu-TectoMT,3,uedin-nmt,2
cs,227,cu-chimera,4,uedin-nmt,3
cs,227,cu-chimera,4,uedin-nmt,3
ro,227,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,227,QT21-HimL-SysComb,5,uedin-pbmt,5
cs,228,cu-chimera,4,uedin-nmt,2
cs,228,cu-chimera,4,uedin-nmt,2
de,228,uedin-nmt,3,uedin-pbmt,4
de,228,uedin-nmt,3,uedin-pbmt,4
ro,228,uedin-nmt,1,uedin-pbmt,2
ro,228,uedin-nmt,1,uedin-pbmt,2
cs,229,cu-chimera,3,uedin-nmt,3
cs,229,cu-TectoMT,1,cu-chimera,2
cs,229,cu-chimera,3,uedin-nmt,3
cs,229,cu-TectoMT,1,cu-chimera,2
de,230,uedin-pbmt,3,uedin-syntax,2
de,230,uedin-pbmt,3,uedin-syntax,2
cs,231,cu-chimera,3,uedin-nmt,1
cs,231,cu-chimera,3,uedin-nmt,1
ro,231,QT21-HimL-SysComb,5,uedin-nmt,5
ro,231,QT21-HimL-SysComb,5,uedin-nmt,5
cs,232,cu-TectoMT,1,cu-chimera,4
cs,232,cu-TectoMT,1,uedin-nmt,5
cs,232,cu-TectoMT,1,uedin-nmt,5
cs,232,cu-TectoMT,1,cu-chimera,4
de,232,uedin-nmt,3,uedin-pbmt,4
de,232,uedin-nmt,3,uedin-pbmt,4
ro,232,QT21-HimL-SysComb,5,uedin-nmt,5
ro,232,QT21-HimL-SysComb,5,uedin-nmt,5
cs,233,cu-chimera,3,uedin-nmt,1
cs,233,cu-TectoMT,5,uedin-nmt,1
cs,233,cu-chimera,3,uedin-nmt,1
cs,233,cu-TectoMT,5,uedin-nmt,1
de,234,uedin-nmt,2,uedin-pbmt,5
de,234,uedin-nmt,2,uedin-pbmt,5
cs,235,cu-TectoMT,2,uedin-nmt,1
cs,235,cu-TectoMT,2,uedin-nmt,1
ro,235,QT21-HimL-SysComb,4,uedin-pbmt,2
ro,235,QT21-HimL-SysComb,4,uedin-pbmt,2
ro,236,uedin-nmt,4,uedin-pbmt,5
ro,236,uedin-nmt,4,uedin-pbmt,5
cs,237,cu-TectoMT,3,uedin-nmt,3
cs,237,cu-TectoMT,3,uedin-nmt,3
ro,238,uedin-nmt,5,uedin-pbmt,5
ro,238,uedin-nmt,5,uedin-pbmt,5
cs,239,cu-TectoMT,3,uedin-nmt,4
cs,239,cu-TectoMT,3,uedin-nmt,4
ro,239,uedin-nmt,2,uedin-pbmt,1
ro,239,uedin-nmt,2,uedin-pbmt,1
cs,240,cu-TectoMT,4,cu-chimera,2
cs,240,cu-TectoMT,4,cu-chimera,2
de,240,uedin-nmt,4,uedin-syntax,4
de,240,uedin-nmt,4,uedin-syntax,4
cs,241,cu-chimera,2,uedin-nmt,4
cs,241,cu-TectoMT,4,uedin-nmt,2
cs,241,cu-chimera,2,uedin-nmt,4
cs,241,cu-TectoMT,4,uedin-nmt,2
ro,242,uedin-nmt,2,uedin-pbmt,5
ro,242,uedin-nmt,2,uedin-pbmt,5
de,243,uedin-nmt,2,uedin-syntax,1
de,243,uedin-nmt,2,uedin-syntax,1
cs,244,cu-chimera,5,uedin-nmt,1
cs,244,cu-chimera,4,uedin-nmt,1
cs,244,cu-chimera,5,uedin-nmt,1
cs,244,cu-TectoMT,2,uedin-nmt,1
cs,244,cu-chimera,4,uedin-nmt,1
cs,244,cu-TectoMT,2,uedin-nmt,1
de,244,uedin-nmt,2,uedin-pbmt,3
de,244,uedin-nmt,2,uedin-pbmt,3
de,245,uedin-pbmt,5,uedin-syntax,2
de,245,uedin-pbmt,5,uedin-syntax,2
ro,245,QT21-HimL-SysComb,1,uedin-nmt,1
ro,245,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,245,QT21-HimL-SysComb,3,uedin-nmt,3
ro,245,QT21-HimL-SysComb,3,uedin-pbmt,3
ro,245,QT21-HimL-SysComb,1,uedin-nmt,1
ro,245,uedin-nmt,1,uedin-pbmt,1
ro,245,QT21-HimL-SysComb,3,uedin-nmt,3
ro,245,uedin-nmt,3,uedin-pbmt,3
ro,245,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,245,uedin-nmt,1,uedin-pbmt,1
ro,245,QT21-HimL-SysComb,3,uedin-pbmt,3
ro,245,uedin-nmt,3,uedin-pbmt,3
cs,246,cu-TectoMT,1,cu-chimera,1
cs,246,cu-TectoMT,1,cu-chimera,1
ro,246,QT21-HimL-SysComb,4,uedin-pbmt,5
ro,246,QT21-HimL-SysComb,4,uedin-pbmt,5
cs,247,cu-TectoMT,2,cu-chimera,1
cs,247,cu-TectoMT,1,uedin-nmt,1
cs,247,cu-TectoMT,2,uedin-nmt,2
cs,247,cu-TectoMT,1,uedin-nmt,1
cs,247,cu-TectoMT,2,uedin-nmt,2
cs,247,cu-TectoMT,2,cu-chimera,1
de,247,uedin-nmt,1,uedin-syntax,2
de,247,uedin-nmt,1,uedin-syntax,2
ro,247,QT21-HimL-SysComb,3,uedin-pbmt,3
ro,247,QT21-HimL-SysComb,3,uedin-nmt,1
ro,247,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,247,QT21-HimL-SysComb,3,uedin-nmt,1
ro,247,QT21-HimL-SysComb,3,uedin-pbmt,3
ro,247,QT21-HimL-SysComb,1,uedin-pbmt,1
cs,248,cu-chimera,3,uedin-nmt,2
cs,248,cu-chimera,3,uedin-nmt,2
cs,249,cu-TectoMT,3,uedin-nmt,1
cs,249,cu-TectoMT,3,uedin-nmt,1
de,249,uedin-nmt,2,uedin-pbmt,3
de,249,uedin-nmt,2,uedin-pbmt,3
ro,249,QT21-HimL-SysComb,2,uedin-nmt,2
ro,249,QT21-HimL-SysComb,2,uedin-nmt,2
cs,250,cu-chimera,3,uedin-nmt,1
cs,250,cu-chimera,3,uedin-nmt,1
de,250,uedin-pbmt,3,uedin-syntax,3
de,250,uedin-pbmt,3,uedin-syntax,3
ro,250,QT21-HimL-SysComb,1,uedin-pbmt,4
ro,250,QT21-HimL-SysComb,1,uedin-nmt,5
ro,250,QT21-HimL-SysComb,1,uedin-nmt,5
ro,250,QT21-HimL-SysComb,1,uedin-pbmt,4
de,251,uedin-nmt,1,uedin-syntax,1
de,251,uedin-nmt,3,uedin-syntax,3
de,251,uedin-nmt,1,uedin-syntax,1
de,251,uedin-pbmt,3,uedin-syntax,1
de,251,uedin-pbmt,4,uedin-syntax,1
de,251,uedin-pbmt,3,uedin-syntax,1
de,251,uedin-nmt,1,uedin-syntax,1
de,251,uedin-nmt,3,uedin-syntax,3
de,251,uedin-pbmt,4,uedin-syntax,1
de,251,uedin-nmt,1,uedin-syntax,1
de,252,uedin-nmt,3,uedin-pbmt,1
de,252,uedin-nmt,3,uedin-pbmt,1
cs,253,cu-TectoMT,5,cu-chimera,1
cs,253,cu-TectoMT,5,cu-chimera,1
ro,253,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,253,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,254,uedin-nmt,5,uedin-pbmt,4
ro,254,uedin-nmt,5,uedin-pbmt,4
de,255,uedin-nmt,2,uedin-pbmt,5
de,255,uedin-nmt,2,uedin-syntax,1
de,255,uedin-nmt,2,uedin-pbmt,5
de,255,uedin-pbmt,5,uedin-syntax,1
de,255,uedin-nmt,2,uedin-syntax,1
de,255,uedin-pbmt,5,uedin-syntax,1
ro,255,QT21-HimL-SysComb,5,uedin-nmt,5
ro,255,QT21-HimL-SysComb,5,uedin-nmt,5
cs,256,cu-TectoMT,5,uedin-nmt,3
cs,256,cu-TectoMT,5,uedin-nmt,3
cs,257,cu-TectoMT,1,cu-chimera,2
cs,257,cu-chimera,2,uedin-nmt,4
cs,257,cu-TectoMT,1,uedin-nmt,4
cs,257,cu-chimera,2,uedin-nmt,4
cs,257,cu-TectoMT,1,cu-chimera,2
cs,257,cu-TectoMT,1,uedin-nmt,4
de,257,uedin-pbmt,2,uedin-syntax,1
de,257,uedin-pbmt,2,uedin-syntax,1
de,258,uedin-pbmt,2,uedin-syntax,1
de,258,uedin-pbmt,2,uedin-syntax,1
ro,259,QT21-HimL-SysComb,3,uedin-nmt,3
ro,259,QT21-HimL-SysComb,4,uedin-nmt,4
ro,259,QT21-HimL-SysComb,3,uedin-nmt,3
ro,259,QT21-HimL-SysComb,4,uedin-nmt,4
de,260,uedin-nmt,1,uedin-syntax,1
de,260,uedin-nmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-pbmt,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,261,uedin-nmt,1,uedin-syntax,1
de,261,uedin-pbmt,1,uedin-syntax,1
de,262,uedin-nmt,2,uedin-syntax,1
de,262,uedin-nmt,1,uedin-syntax,2
de,262,uedin-pbmt,2,uedin-syntax,1
de,262,uedin-pbmt,2,uedin-syntax,1
de,262,uedin-nmt,2,uedin-syntax,1
de,262,uedin-nmt,1,uedin-syntax,2
de,263,uedin-nmt,4,uedin-syntax,4
de,263,uedin-nmt,4,uedin-syntax,4
de,264,uedin-pbmt,2,uedin-syntax,5
de,264,uedin-pbmt,2,uedin-syntax,5
de,265,uedin-nmt,1,uedin-pbmt,2
de,265,uedin-nmt,1,uedin-pbmt,2
de,266,uedin-nmt,2,uedin-pbmt,4
de,266,uedin-nmt,2,uedin-pbmt,4
ro,267,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,267,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,268,QT21-HimL-SysComb,5,uedin-pbmt,5
