sequence_id	sent_id	system_id	annot_id	ucca_annot_id	lang	timestamp	source	target	reference	align	bleu	ucca_node_count	ucca_H	mteval_A	mteval_B	mteval_O	mteval_R	mteval_G	mteval_M
461	261	Tecto	cs_all1	amittaic	cs	2017-06-15 06:02:47.009420	I hope he can play again this season .	Doufám , že může hrát znovu tuto sezónu .	Věřím , že si tuto sezonu ještě zahraje .	0-0 1-0 2-2 2-3 3-2 3-3 4-4 5-5 6-6 7-7 8-8	0.211053	12	1	4	0	1	0	7	0
460	260	Tecto	cs_all1	amittaic	cs	2017-06-15 06:02:26.233910	He was crying .	Plakal .	Plakal .	0-0 1-0 2-0 3-1	1.0	6	1	2	0	0	0	2	2
459	259	Tecto	cs_all1	amittaic	cs	2017-06-15 06:02:19.866354	It is awful - a boy who comes to Manchester United at 18 , has it very difficult and then plays fantastically and then this happens .	Je to hrozný - chlapec , který je k Manchester United v 18 , mají ti velmi obtížných a pak hraje fantasticky a pak se stane .	Je to hrozné - kluk , který přijde do Manchesteru v 18 letech to má velmi těžké , ale hraje fantasticky a potom se stane tohle .	0-0 1-0 2-2 3-3 5-4 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26	0.146118	31	4	10	1	3	3	14	0
458	258	Tecto	cs_all1	amittaic	cs	2017-06-15 06:01:05.249184	He will be transferred tomorrow or maybe a day later and then operated on in Manchester .	Bude převeden zítra nebo možná den později a pak bude operován v Manchesteru .	Bude převezen zítra nebo možná pozítří a poté dále operován v Manchesteru .	0-0 1-0 2-0 3-1 4-2 5-3 6-4 8-5 9-6 10-7 11-8 12-10 13-10 14-11 15-12 16-13	0.347916	24	2	9	0	0	0	15	0
457	257	Tecto	cs_all1	amittaic	cs	2017-06-15 06:00:05.251318	"Van Gaal said : "" He has a double leg fracture and is in hospital "" ."	"Van Gaal řekl : "" Má dvojitou zlomeninu nohy a je v nemocnici . """	Van Gaal řekl : &quot; Utrpěl dvojitou zlomeninu nohy a nyní je v nemocnici . &quot;	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-6 8-6 9-7 9-8 10-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14	0.502634	20	3	8	0	0	0	12	0
456	256	Tecto	cs_all1	amittaic	cs	2017-06-15 05:59:40.203188	While this left the full - back in tears and will rule him out for at least six months , Louis van Gaal remains hopeful Shaw could play again this season .	Zatímco nechalo obránce ve slzách a vyloučí ho málo šesti měsíců , Louis Vana Gaal zůstává , nadějný Shaw by mohl hrát znovu tuto sezónu .	Zatímco tohoto levého obránce zanechalo toto zranění v slzách a vyřadilo ho ze hry na minimálně šest měsíců , Louis van Gaal zůstává pozitivní a myslí si , že by Shaw mohl znovu hrát na konci sezony .	0-0 2-1 6-2 7-3 8-4 9-5 10-6 11-6 12-7 17-9 18-10 19-11 20-12 21-13 22-14 23-15 24-17 25-18 26-19 26-20 27-21 28-22 29-23 30-24 31-25	0.0906259	36	4	9	1	2	3	18	3
455	255	Tecto	cs_all1	amittaic	cs	2017-06-15 05:57:42.531457	Manchester United 's Luke Shaw out for months with double fracture	Manchester spojený Luke Shaw pro měsíce s dvojitou zlomeninou	Luke Shaw z Manchesteru United bude několik měsíců ze hry kvůli dvojité zlomenině .	0-0 0-1 1-0 1-1 3-2 4-3 6-4 7-5 8-6 9-7 10-8	0.106575	14	1	2	3	0	3	6	0
454	254	Tecto	cs_all1	amittaic	cs	2017-06-15 05:57:10.611436	All that stuff sure does take a toll .	Všechna ta věc určitě bere daň .	Všechny tyto věci si jistě vybírají svoji daň .	0-0 1-1 2-2 3-3 4-4 5-4 7-5 8-6	0.183707	10	1	4	0	1	0	5	0
453	253	Tecto	cs_all1	amittaic	cs	2017-06-15 05:56:11.330235	The actor ( left ) , pictured with his son Redmond ( right ) , has had a stressful few years .	Herec ( levý ) , který představoval se svým synem Redmondem ( správným ) , má , měl stresujících několik let .	Herec ( vlevo ) , na snímku se svým synem Redmondem ( vpravo ) , má za sebou několik stresujících let .	0-0 1-0 2-1 3-2 4-3 5-4 6-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-17 18-18 19-19 20-20 21-21	0.330967	24	1	7	2	3	2	10	0
452	252	Tecto	cs_all1	amittaic	cs	2017-06-15 05:55:20.001065	Stars who lost their mojo	Hvězdy , které ztratily jejich mojo	Hvězdy , které ztratili své kouzlo	0-0 1-2 2-3 3-4 4-5	0.411134	10	1	5	0	1	0	4	0
451	251	Tecto	cs_all1	amittaic	cs	2017-06-15 05:55:09.060643	It has warned markets to be ready for a hike but indications are they also believe the odds are against such a move .	Varovalo , aby trhy byly , připraví , pro výlet , ale údaje jsou , také věří , že šance jsou proti takovému kroku .	Varovali trhy , aby byly připraveny na zvýšení , ale okolnosti nasvědčují tomu , že také vidí velké šance proti tomuto kroku .	0-0 1-0 2-0 4-2 3-3 5-4 6-6 7-8 9-9 10-11 11-12 12-13 13-13 14-15 15-16 17-19 18-20 19-21 20-22 22-23 23-24	0.118185	36	3	11	2	2	1	20	0
450	250	Tecto	cs_all1	amittaic	cs	2017-06-15 05:51:05.567613	However the Fed cannot ignore the less rosy global outlook .	Však Fed nemůže ignorovat méně růžový globální výhled .	Nicméně Fed nemůže ignorovat méně růžovou globální perspektivu .	0-0 2-1 3-2 4-3 6-4 7-5 8-6 9-7 10-8	0.427287	14	1	4	0	0	0	10	0
449	249	Tecto	cs_all1	amittaic	cs	2017-06-15 05:50:37.075321	The US economy has been performing relatively well , the recovery adding trillions of dollars to the balance sheet and generating little inflation .	US ekonomika prováděla poměrně dobře obnovu , přidá bilióny dolarů k bilanční rozvaze a vytváří malou inflaci .	Americká ekonomika si vedla poměrně dobře , došlo k zotavení v podobě přidání trilionů dolarů na státní účet a vytvoření pouze nízké úrovně inflace .	0-0 1-0 2-1 3-1 4-2 5-2 6-3 7-4 10-5 11-7 11-8 12-7 12-8 13-7 13-8 14-9 15-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17	0.0799424	32	3	7	3	2	3	17	0
448	248	Tecto	cs_all1	amittaic	cs	2017-06-15 05:48:10.069289	It 's a historical event because it 's been seven years since the Fed cut rates to zero .	Je , protože historická událost je považováno sedm let , protože Fed snížil sazby na nulu .	Je to historická událost , protože uběhlo sedl let od okamžiku , kdy Fed snížili sazby k nule .	0-0 1-0 5-2 3-3 4-4 6-5 7-5 9-7 8-8 10-8 11-10 13-11 14-12 15-13 16-14 17-15 18-16	0.129435	27	2	4	5	0	5	13	0
447	247	Tecto	cs_all1	amittaic	cs	2017-06-15 05:46:06.675809	Decision time on interest rates for US Federal Reserve	Čas rozhodnutí úrokových sazeb na USA federální rezervu	Čas na rozhodnutí o úrokových sazbách pro americkou Federal Reserve	1-0 0-1 3-2 4-3 5-4 6-5 7-6 8-7	0.157045	14	1	4	1	1	2	6	0
446	246	Tecto	cs_all1	amittaic	cs	2017-06-15 05:45:35.977746	Others injured will receive half that amount .	Ostatní zranění obdrží polovinu té částky .	Ostatní zranění obdrží polovinu této částky .	0-0 1-1 2-2 3-2 4-3 5-4 6-5 7-6	0.594604	13	1	6	0	0	0	7	0
445	245	Tecto	cs_all1	amittaic	cs	2017-06-15 05:45:16.187028	Officials ordered one million riyals ( £ 174,000 ) be paid to the relatives of those killed , and the same amount to those permanently injured .	Úředníci nařídili , jeden milion rijálů ( 174 000 liber ) je zaplacen příbuzným těch , kteří zabili a stejné množství těch trvale zraněných .	Úředníci určili , že bude jeden milion riyalů ( £ 174.000 ) věnován příbuzným zabitých , a stejnou částku pro trvale zraněné .	0-0 1-1 2-3 3-4 4-5 4-7 4-8 6-5 6-7 6-8 7-5 7-7 7-8 5-6 8-10 10-12 13-13 15-16 16-17 18-18 19-19 20-19 21-20 23-21 24-22 25-23 26-24	0.0904357	34	3	13	0	3	3	15	0
444	244	Tecto	cs_all1	amittaic	cs	2017-06-15 05:43:40.303667	Officials said 158 people remain in hospital .	Úředníci řekli , 158 lidí zůstává v nemocnici .	Úředníci uvádí , že 158 lidí ještě zůstává v nemocnici .	0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8	0.385233	12	1	5	0	1	0	6	0
443	243	Tecto	cs_all1	amittaic	cs	2017-06-15 05:43:24.403798	The royal decree also blamed the group for not using up - to - date safety measures and failing to coordinate with meteorological officials .	Královský výnos také vinil skupinu , nepoužívá poslední bezpečnostní opatření a že dokáží koordinovat s meteorologickými úředníky .	Královské vyhlášky rovněž obvinily skupinu kvůli nepoužívání nejnovějších bezpečnostních opatření , a nedostatek koordinace s meteorologickými úředníky .	0-0 1-0 2-1 3-2 4-3 7-3 6-4 15-8 16-9 17-10 20-13 21-14 22-15 23-16 24-17	0.219515	30	3	8	2	1	2	17	0
442	242	Tecto	cs_all1	amittaic	cs	2017-06-15 05:41:30.320828	Binladin Group has not released any statements about the crane collapse and its representatives have not been made available for comment .	Binladin skupina neuvolnila , všechna prohlášení o krachu jeřábu a jeho zástupcích nebyla udělána k dispozici pro komentář .	Binladin Group nevydala žádné prohlášení o kolapsu jeřábu a nebyli udáni k dispozici jeho zástupci pro komentář .	0-0 0-2 0-5 2-0 2-2 2-5 3-0 3-2 3-5 4-0 4-2 4-5 5-0 5-2 5-5 6-0 6-2 6-5 1-1 7-6 8-7 9-8 10-8 11-9 12-10 13-11 14-11 15-11 16-12 17-13 18-14 18-15 19-16 20-17 21-18	0.187592	32	2	9	2	2	7	12	0
441	241	Tecto	cs_all1	amittaic	cs	2017-06-15 05:38:57.179802	The news agency 's English service did not report that detail , but did say leaders of the company have been banned from travelling abroad .	Anglická služba tiskové agentury neoznámila tu podrobnost , ale řekla , představitelé společnosti byli zakázáni , aby cestovala zahraničí .	Anglická služba diskové agentury nenahlásila tento detail , ale uvedla , že šéfům společnosti bylo zakázáno cestování do zahraničí .	4-0 5-1 1-2 2-3 6-6 7-6 8-6 9-6 10-6 11-7 12-8 13-9 14-9 15-11 16-11 18-12 20-13 19-14 19-16 19-17 21-14 21-16 21-17 22-14 22-16 22-17 23-14 23-16 23-17 24-18 25-19	0.12918	36	2	12	0	2	2	20	0
440	240	Tecto	cs_all1	amittaic	cs	2017-06-15 05:37:33.496396	Today , King Salman said the Binladin Group should not have left the crane 's arm up when it was not in use .	Dnes král Salman řekl , Binladin skupina by neměla zabočit ruku jeřábu , když nebylo v použití .	Král Salman dnes uvedl , že Binadin Group neměla nechávat rameno jeřábu nahoře , když nebyl v provozu .	0-0 2-1 3-2 4-3 6-5 7-6 8-7 9-8 10-8 11-9 15-10 13-11 17-13 18-14 19-14 20-14 21-15 22-16 23-17	0.111569	32	1	8	1	4	1	16	2
439	239	Tecto	cs_all1	amittaic	cs	2017-06-15 05:36:15.731082	Saudi officials have already vowed that the hajj to Mecca will go ahead with thousands continuing to descend on the city .	Saudští úředníci již slíbili , že putování do Mekky půjde s tisíci , které pokračují , sestoupí na město .	Saúdští úředníci již slíbili , že hadž do Mekky se bude konat a tisíce lidí nadále sestupují do města .	0-0 1-1 2-2 3-2 4-3 5-5 6-5 7-6 8-7 9-8 12-8 10-9 11-9 13-10 14-11 15-14 17-16 18-17 20-18 21-19	0.259164	30	1	10	0	3	4	13	0
438	238	Tecto	cs_all1	amittaic	cs	2017-06-15 05:33:50.546633	Mr Akram had been in the Grand Mosque with his parents ahead of the start of the annual hajj pilgrimage .	Pan Akram byl ve velké mešitě se svými rodiči před začátkem roční pouti putování .	Pan Akram byl v Grand Mosque se svými rodiči před zahájením každoroční pouti hadž .	0-0 1-1 2-1 3-2 4-3 5-4 6-4 7-5 8-6 9-7 10-8 11-9 12-10 12-12 13-10 13-12 14-10 14-12 15-10 15-12 16-10 16-12 18-10 18-12 17-11 19-13 20-14	0.323772	27	1	7	1	0	1	18	0
437	237	Tecto	cs_all1	amittaic	cs	2017-06-15 05:32:55.135445	The bodies of 29 of the worshipers killed when a crane crashed collapsed at Mecca 's Grand Central Mosque were carried through the streets	Těla 29 věřící zabitá , když se jeřáb zřítil , zhroutil se v Grand centrální mešitě Mekky , byla nesena ulicemi	Těla 29 mrtvých po pádu jeřábu v Grand Central Mosque v Mekce byly neseny ulicemi	0-0 1-0 3-1 6-2 8-5 10-7 11-8 12-8 13-8 14-8 15-11 16-13 17-14 18-15 18-16 19-18 20-19 21-20 22-20 23-20	0.100626	34	1	11	0	2	0	21	0
436	236	Tecto	cs_all1	amittaic	cs	2017-06-15 05:31:03.283156	The bodies were released for funeral as the Saudi King sanctioned the Bin Laden family construction group over the disaster , which also left 394 injured .	Těla byla vydána do pohřbu , jak Saud Král schválil Bin Ládin stavební skupina rodin po katastrofě , která také zanechala 394 zraněného .	Těla byla uvolněna pro pohřeb a saúdský král sankcioval stavební skupinu rodiny bin Ládina nad katastrofou , kterou také opustilo 394 zraněných .	0-0 1-0 2-1 3-2 4-3 5-4 6-6 8-7 9-8 10-9 12-10 13-11 14-11 15-12 16-13 17-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23	0.0852029	36	2	11	1	4	4	16	0
435	235	Tecto	cs_all1	amittaic	cs	2017-06-15 05:28:49.835281	Dressed largely in white , mourners packed the route to pay their respects as the first of the dead made their final journey to Al - Moaissem cemetery .	Oblékl převážně v bílém , truchlící zabalila , cesta , která zaplatí své ohledy jako první mrtvý , byla jejich poslední cestu na Al - Moaissem hřbitov .	Oblečeni do jisté míry v bílém , truchlící si vybrali cestu a vzdali úctu obětem , když se první z padlých dostal na svou poslední cestu na hřbitov v Al @-@ Moaissem .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-10 10-11 11-12 12-13 13-14 15-15 18-16 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27	0.154995	38	2	9	4	4	4	17	0
434	234	Tecto	cs_all1	amittaic	cs	2017-06-15 05:26:49.023319	The Health Ministry said a total of 394 people were also injured after the crane crashed down	Ministerstvo zdravotnictví řeklo , celková 394 lidí také byl zraněn poté se , co jeřáb zřítil	Ministerstvo zdravotnictví uvedlo , že celkem 394 lidí bylo také zraněno poté , co se jeřáb zřítil	0-0 1-1 2-1 3-2 5-4 7-5 8-6 10-7 9-8 11-9 12-10 13-13 14-14 15-15 16-15	0.172539	25	1	9	0	2	0	14	0
433	233	Tecto	cs_all1	amittaic	cs	2017-06-15 05:25:58.992064	At the same time , more than a quarter of people are buying clothes and shoes online , rather than using high street fashion chains .	Ve stejné době než hodně čtvrtina lidí kupují oblečení a boty online , aby místo používaly vysoké pouliční módní řetězce .	Zároveň si více než čtvrtina lidí kupuje oblečení a boty online , místo nakupování v kamenných módních prodejnách .	0-0 1-1 2-1 3-2 5-3 6-3 7-4 8-5 9-6 10-6 11-7 12-7 13-8 14-9 15-10 16-11 17-12 18-13 18-14 19-15 20-15 21-16 22-17 23-18 24-19 25-20	0.259164	32	1	10	0	0	2	20	0
432	232	Tecto	cs_all1	amittaic	cs	2017-06-15 05:20:06.745291	For some products , such as TVs and washing machines , more than one third of purchases are now done through web stores .	Některé výrobky jako TV a umývající pračky jednoho třetiny nákupy nyní jsou dělány webovými obchody .	Pro některé produkty , jako jsou televize a pračky , je více než třetina prodejů prováděna přes webové obchody .	0-0 1-0 2-1 4-1 5-2 6-3 6-5 6-6 8-3 8-5 8-6 9-3 9-5 9-6 7-4 13-7 14-8 15-8 16-9 18-10 17-11 19-12 20-12 21-13 22-14 23-15	0.0974454	29	1	7	3	4	2	13	0
431	231	Tecto	cs_all1	amittaic	cs	2017-06-15 05:18:02.222228	Research published by the British Retail Consortium found just over £ 1 in every £ 5 was being spent online .	Výzkum zveřejněný Britským maloobchodním konsorciem zjistil , jen přes 1 liber v každých 5 liber byla strávena internet .	Výzkum publikovaný asociací British Retail Consortium zjistil , že pouze £ 1 z každých £ 5 byla utracena online .	0-0 1-1 2-1 4-2 4-3 5-2 5-3 6-4 7-5 8-7 9-8 11-9 10-10 12-11 13-12 15-13 14-14 16-15 17-16 18-16 19-17 20-18	0.105824	27	1	9	0	1	3	14	0
430	230	Tecto	cs_all1	amittaic	cs	2017-06-15 05:16:46.928307	Experts believe Black Friday , which saw shoppers fight over bargains , could be holding shoppers off from making purchases	Experti , věřte černému pátku , který viděl zákazníci bojovat o dohody , by mohli mít zákazníky daleko , aby byli nákupy	Odborníci věří , že Černý pátek , díky kterému nakupující opět smlouvají , může zadržovat zákazníky od dalších nákupů	0-0 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 10-10 10-11 11-12 12-13 12-14 12-15 13-13 13-14 13-15 15-16 18-19 19-20 19-21	0.0696454	26	1	6	4	5	2	9	0
429	229	Tecto	cs_all1	amittaic	cs	2017-06-15 05:13:55.647590	Last year five times the average number of shoppers flocked to their computers to snap up deals crashing a number of retailers websites .	Průměrný počet pěti období loňských let zákazníků se shromáždil do jejich počítačů chňapnout dohody , které havarují řadu prodejci webových stránek .	V minulém roce se pětkrát více než je průměr nakupujících obrátil na své počítače , aby si zařídilo nákupy a shodili přitom několik webových stránek prodejců .	5-0 6-1 7-1 2-2 3-3 0-4 9-8 9-12 9-13 10-9 11-10 12-11 8-12 17-16 18-17 19-17 20-17 21-18 22-19 22-20 23-21	0.0690625	34	1	7	4	4	9	8	2
428	228	Tecto	cs_all1	amittaic	cs	2017-06-15 05:10:03.744333	The Black Friday phenomenon , which has been imported from America , is being cited as one of the reasons behind the slowing sales .	Jev černého pátku , který byl dovezen z Ameriky , je uváděn jako jeden z důvodů za pomalými prodeji .	Fenomén Černého pátku , který byl přejat z Ameriky , je citován jako jeden z důvodů poklesu prodeje .	0-0 0-1 3-0 3-1 1-1 2-2 4-3 5-4 7-5 7-6 8-5 8-6 6-6 9-7 10-8 11-9 12-10 14-11 15-12 16-13 17-14 19-15 20-16 22-17 23-18 24-19	0.406446	31	1	10	0	3	0	18	0
427	227	Tecto	cs_all1	amittaic	cs	2017-06-15 05:08:04.425819	But now that is plateauing a bit , you might see ( growth ) fall away .	Ale teď plateaue kousek , mohli byste vidět ( růst ) , spadněte pryč .	Nyní ale ( růst ) poněkud stagnuje , a proto se zdá , že odeznívá .	0-0 1-1 2-2 3-2 4-2 6-3 7-4 9-5 9-6 10-7 11-8 12-9 13-10 14-12 15-13 16-14	0.164736	18	2	1	5	1	6	5	0
426	226	Tecto	cs_all1	amittaic	cs	2017-06-15 05:05:20.552346	It meant more people were able to shop online and that people could do it in different contexts , such as on the sofa .	Znamenalo , že hodně lidí mohl nakupovat internet a lidé by to mohli být v různých kontextech jako pohovka .	Znamenalo to , že byli lidé schopni nakupovat online a že byli schopni realizovat nákupy v různých kontextech , jako například na pohovce .	0-0 0-3 1-0 1-3 2-0 2-3 3-4 5-5 7-6 8-7 9-8 11-9 12-10 14-11 15-14 16-15 17-16 19-16 20-17 23-18 24-19	0.134301	33	3	7	4	1	5	16	0
425	225	Tecto	cs_all1	amittaic	cs	2017-06-15 05:01:36.800697	He explained that online sales were bolstered three years ago when shoppers started using their mobile phones to make purchases .	Vysvětlil , že online prodeje byly posíleny před třemi lety , když zákazníci začali používat své mobilní telefony , jsou nákupy .	Vysvětluje , že internetové prodeje byly posíleny před třemi lety , kdy zákazníci začali používat své mobilní telefony pro vykonávání nákupů .	0-0 1-0 2-2 3-3 4-4 5-5 6-6 7-8 8-9 9-9 10-11 11-12 12-13 13-14 14-15 15-16 16-17 19-19 19-20 18-20 20-21	0.537057	31	1	9	2	2	3	15	0
424	224	Tecto	cs_all1	amittaic	cs	2017-06-15 04:59:31.891254	For over a decade virtual shopping has been booming and turning many of Britain 's high streets into ghost towns .	Protože rok virtuální nákup vzkvétal a změnil mnoho z vysokých ulic Británie v města duchů .	Více než desetiletí bylo virtuální nakupování na vzestupu a díky němu se z mnoha britských hlavních ulic stala města duchů .	0-0 3-1 4-2 5-3 6-4 6-6 7-4 7-6 8-4 8-6 10-4 10-6 9-5 11-7 12-8 15-9 16-10 13-11 19-13 19-14 17-14 18-14 20-15	0.124565	30	2	6	4	6	4	10	0
423	223	Tecto	cs_all1	amittaic	cs	2017-06-15 04:57:39.086278	Experts believe November 's Black Friday could be holding back spending	Odborníci věří , že by černý pátek listopadu mohl mít zadní výdaj	Experti věří , že by listopadový Černý pátek mohl být důvodem brzdění utrácení	0-0 1-1 4-5 5-6 2-7 6-8 7-9 9-10 8-11 10-11	0.289405	14	1	3	2	3	1	5	0
422	222	Tecto	cs_all1	amittaic	cs	2017-06-15 04:56:26.520727	Online sales bolstered three years ago by the use of mobile for shopping	Online prodeje posílily před třemi lety používáním mobilu , že nakupuje	Internetové prodeje byly posíleny před třemi lety díky mobilnímu nakupování	0-0 1-1 2-2 3-4 4-5 5-5 6-6 10-7 11-9 11-10 12-9 12-10	0.224169	20	1	6	1	1	1	11	0
421	221	Tecto	cs_all1	amittaic	cs	2017-06-15 04:55:13.464121	First three months of 2015 saw seven per cent increase in online sales	Nejdříve tři měsíce rok 2015 viděl sedm na zvýšení procenta online prodejů	První tři měsíce roku 2015 zaznamenali 7 % nárůst online prodejů	0-0 1-1 2-2 4-3 4-4 5-5 6-6 7-7 9-8 10-8 12-9 12-11 11-10	0.179965	19	1	7	0	3	2	7	0
420	220	Tecto	cs_all1	amittaic	cs	2017-06-15 04:53:55.574653	However , he refused to rule out ordering more series of The Voice in the future , or spending licence fee payers ' money on other entertainment formats .	Však odmítl vyloučit příkazem další řady hlasu v budoucnu nebo peníze plátců licenčních poplatků výdajů na formáty jiné zábavy .	Nicméně odmítl vyloučit objednání více budoucích sérií pořadu The Voice nebo utrácení peněz poplatníků licenčních poplatků na jiné formáty zábavy .	0-0 2-1 3-1 5-2 6-2 7-3 8-4 9-5 10-6 12-6 13-7 15-8 17-9 20-10 20-12 18-11 18-12 18-13 18-14 21-11 21-12 21-13 21-14 22-11 22-12 22-13 22-14 19-12 24-15 27-16 25-17 26-18 28-19	0.125843	34	1	9	2	2	2	19	0
419	219	Tecto	cs_all1	amittaic	cs	2017-06-15 04:50:20.477208	"He added that he wants the Corporation to "" find a hit from our own in - house stable "" next time it launches an entertainment series ."	"Dodal , že chce , aby společnost "" našla hit z naší vlastní stáje "" Další čas , který spouští zábavní řadu ."	Dodal , že chce , aby Korporace &quot; nalezla hit ze vlastní stáje &quot; když bude příště startovat zábavnou sérii .	0-0 1-0 2-2 2-3 3-2 3-3 4-2 4-3 6-5 8-7 9-8 11-9 12-10 13-11 14-12 17-13 18-13 19-14 20-15 21-16 24-18 23-19 25-20 26-21 27-22	0.278763	35	1	11	0	3	2	19	0
418	218	Tecto	cs_all1	amittaic	cs	2017-06-15 04:48:19.338022	"Lord Hall insisted that the BBC1 show - which stars Paloma Faith and Boy George as judges - was produced "" in a particularly BBC way "" ."	"Lord Hall trval na tom , že BBC1 show - která hraje Paloma Faith a Chlapec George jako soudci - byla vyrobena "" v zejména BBC způsobu "" ."	Lord Hall trval na tom , že show BBC1 - ve které září hvězdy Paloma Faith aBoy George jako soudci - byla vyrobena &quot; způsobem typickým pro BBC . &quot;	0-0 1-1 2-2 2-3 2-4 3-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 23-24 24-25 25-26 27-27 27-28 26-28	0.412408	33	1	12	0	4	0	17	0
417	217	Tecto	cs_all1	amittaic	cs	2017-06-15 04:46:22.809373	Can you see why that programme is often discussed because it is not original and it is not particularly distinctive ?	Můžete vás vidět , proč ten program často je diskutován , není původní a není zejména výrazné	Vidíte , proč se o tomto programu diskutuje jako o neoriginálním a o nijak zvlášť odlišným ?	0-0 1-1 2-2 3-4 4-5 5-6 7-7 8-9 9-9 10-10 11-11 12-11 13-12 14-13 15-14 16-14 17-14 18-15 19-16 20-16	0.102162	31	4	11	0	0	2	18	0
416	216	Tecto	cs_all1	amittaic	cs	2017-06-15 04:44:07.310949	""" And also , Radio 3 's commitment to finding new music and commissioning new works I think is also really important "" , he said ."	""" A také závazek rádia 3 najít novou hudbu a k provozu nových prací myslím , že jsem také opravdu důležité , "" řekl ."	&quot; Také si myslím , že závazek Radia 3 k nalézání nové hudby a uvádění do nových děl do provozu je také velmi důležité , &quot; říká .	0-0 1-1 2-2 7-3 4-4 5-5 8-6 9-6 10-7 11-8 12-9 13-10 13-11 14-12 15-13 16-14 17-14 19-18 20-19 21-20 22-21 23-22 24-23 25-23 26-24	0.11789	32	2	11	1	1	2	17	0
415	215	Tecto	cs_all1	amittaic	cs	2017-06-15 04:41:25.635014	What I learn from Radio 3 , I am not going to learn about classical music from anywhere else .	Co se učím z Rádia 3 , nedozvím se o klasické hudbě nikde jinde .	To , co jsem se naučil o klasické hudbě na Radiu 3 bych se na žádném jiném rádiu nenaučil .	0-0 1-2 2-2 3-3 4-4 5-5 6-6 7-7 13-9 14-10 15-11 17-12 18-13 19-14	0.134358	23	1	6	0	2	1	14	0
414	214	Tecto	cs_all1	amittaic	cs	2017-06-15 04:40:31.546812	BBC director general denied the charges , arguing that BBC Radio 3 is far ahead of its commercial rival when it comes to live music and educating the public .	BBC ředitel generál popřel obvinění , že tvrdí , BBC rádio 3 je daleko před svým obchodním rivalem , kdy jde žít hudba a vzdělává veřejnost .	Generální ředitel BBC obvinění odmítl s odůvodněním , že BBC Radio 3 je daleko před svým obchodním soupeřem , pokud jde o živou hudbu a vzdělávání veřejnosti .	0-0 1-1 2-2 3-3 5-4 6-5 7-7 9-9 10-10 11-11 12-12 13-13 14-14 16-15 17-16 18-17 19-19 20-20 21-20 22-21 23-21 24-22 25-23 26-24 27-25 28-25 29-26	0.254215	37	2	12	1	4	3	17	0
413	213	Tecto	cs_all1	amittaic	cs	2017-06-15 04:38:28.820790	He also took aim at the BBC Music Awards , launched last December .	Také byl cíl v BBC ceně hudby , zahájila poslední prosinec .	Také se zaměřil na BBC Music Awards , zahájené v prosinci loňského roku .	1-0 0-1 2-1 3-2 4-3 6-4 7-5 7-6 9-7 8-8 10-8 11-9 12-10 13-11	0.115751	17	1	5	1	3	2	6	0
412	212	Tecto	cs_all1	amittaic	cs	2017-06-15 04:37:08.449737	""" Radio 3 seems to be - I don 't like to use the word "" dumbing down "" - but it seems to be turning into Classic FM "" , he said ."	""" Rádio 3 se zdá , že je - nemám , použiji slovo "" hloupé "" - ale zdá se , že změní v klasickou FM , "" řekl ."	&quot; Radio 3 se zdá být - nerad používám slovo &quot; ohlupováno &quot; - ale zdá se , že se mění na Classic FM , &quot; řekl .	0-0 1-1 2-2 3-4 4-6 6-8 7-9 8-9 9-9 12-11 14-12 15-13 16-14 18-15 19-16 20-17 21-18 22-18 24-18 23-19 25-22 26-23 27-24 27-25 28-24 28-25 29-26 30-27 31-28 32-28 33-29	0.267038	36	3	10	1	3	3	18	1
411	211	Tecto	cs_all1	amittaic	cs	2017-06-15 04:34:50.947907	Also took aim at the BBC Music Awards , saying they just rip off the Brits	Také měl cíl v BBC ceně hudby , říká , jen strhávají Brity	Také se zaměřil na BBC Music Awards a říká , že prostě podvádějí Brity	0-0 1-1 2-2 3-3 5-4 6-5 6-6 8-7 9-8 10-8 11-10 12-11 13-11 14-12 15-12	0.138429	19	1	6	0	5	0	8	0
410	210	Tecto	cs_all1	amittaic	cs	2017-06-15 04:33:13.375861	Argues it 's becoming increasingly indistinguishable from commercial rival	Lidé , které to je , se jsou , stále neodliší od obchodního soupeře	Zastává názor , že je čím dál tím nerozeznatelnější od svého komerčního soupeře	0-0 1-3 2-4 4-9 4-10 5-9 5-10 3-10 6-11 7-12 8-13	0.111149	14	1	1	4	0	5	4	0
